Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
25-08-2023,10024,2.88,1861,2318,2672,3202,2566,3330,2932,3610,4609,4742
26-08-2023,10215,0.12,2022,2402,2286,2868,3016,3158,3384,3695,4171,4569
27-08-2023,11614,3.46,2049,2576,2701,3246,2765,2927,3682,4127,3784,4175
28-08-2023,10431,4.48,2589,3142,2788,3563,3292,3848,3941,4476,4218,4723
29-08-2023,9401,6.92,2303,2755,2920,3552,2624,3270,3437,4117,3913,4351
30-08-2023,8858,2.49,2123,2614,2341,2799,2892,3396,3456,4391,3742,4268
31-08-2023,9589,0.23,2310,2791,2391,3040,3046,3574,3415,4195,4366,4598
01-09-2023,8791,1.84,2103,3043,2764,3062,3378,4103,3592,3922,4214,4392
02-09-2023,10057,0.34,1797,2205,2752,3051,2882,3276,3353,3835,3993,4429
03-09-2023,9322,3.41,2145,3219,2346,3120,3055,3683,3668,4300,4448,4777
04-09-2023,8207,0.57,2020,2616,2298,2724,3185,3654,2809,3318,4149,4595
05-09-2023,11506,0.59,1747,2270,2370,2651,3228,3612,3664,4335,4067,4550
06-09-2023,9402,3.75,2378,3217,2523,2926,3110,3401,3367,3875,3464,4278
07-09-2023,8478,0.02,1983,2630,2233,2957,3542,3919,3463,4068,4387,4519
08-09-2023,9798,0.32,1663,2274,2625,3531,2880,3731,3018,3804,3534,3862
09-09-2023,10082,0.82,1711,2007,1981,2448,3519,3889,3490,4211,4052,4579
10-09-2023,7904,1.81,2160,2562,2250,2822,3206,3768,3657,4248,4092,4297
11-09-2023,10397,1.56,2314,2634,2555,2761,3073,3778,3838,4271,3847,4052
12-09-2023,8743,1.66,2144,2335,2224,2808,3097,3598,3503,3785,3672,4436
13-09-2023,12053,3.18,2145,2666,2374,2904,3281,3394,3597,4214,4039,4777
14-09-2023,10628,0.19,1756,2496,2461,3222,2784,2791,3685,4319,4185,4688
15-09-2023,9520,1.11,2027,2495,3136,3657,3043,3671,3272,3711,3797,4344
16-09-2023,9105,1.94,1900,2356,2108,2558,2927,3502,3886,4530,3827,4288
17-09-2023,9874,1.52,1941,2336,2570,2938,3480,4289,3092,3849,3657,4324
18-09-2023,10735,0.89,1966,2132,2192,2818,2804,3747,3743,4015,3509,3886
19-09-2023,9969,0.03,1802,2293,2181,3107,3599,3982,3160,3459,3954,4592
20-09-2023,9739,0.09,2225,2677,2237,2591,2865,3341,3084,3257,3779,4329
21-09-2023,10070,0.19,1697,2487,2453,2871,2583,2908,3248,3910,4199,4639
22-09-2023,9275,0.63,1610,1797,2930,3007,2738,2881,3678,4001,4201,4658
23-09-2023,9588,0.19,1764,1878,2852,3372,2745,3320,3187,3521,4179,4699
24-09-2023,7497,0.83,2265,2610,2362,2916,3497,4335,3758,4208,3785,4172
25-09-2023,11168,0.3,2101,2625,2420,3321,2596,3050,3510,4232,4285,4518
26-09-2023,10358,2.27,1465,2353,2677,3306,3096,3805,3152,3373,3712,4320
27-09-2023,9071,3.08,2179,2621,2517,2904,3440,3779,3424,3908,4246,4799
28-09-2023,12278,0.74,1985,2261,2309,3206,3831,4083,3732,4083,4148,4710
29-09-2023,10104,1.07,1874,2389,2698,3113,2966,3569,3887,4221,4206,4614
30-09-2023,8756,4.6,1927,2561,2986,3574,3033,3556,3720,4164,3580,3656
01-10-2023,11028,1.15,1599,1881,2817,2915,2650,3159,3787,4515,4373,4737
02-10-2023,10477,7.97,2051,2394,2906,3455,2885,3295,3503,4220,4049,4361
03-10-2023,10473,0.23,1619,2310,2458,3009,3655,3925,3373,3861,3991,4300
04-10-2023,9489,2.97,1894,2263,2175,2484,3261,3856,3438,4138,3714,4207
05-10-2023,10540,1.03,1895,2139,1899,2091,3364,3715,3928,4576,3821,4649
06-10-2023,9685,0.03,2230,2796,1878,2522,3194,3699,3244,3739,3937,4088
07-10-2023,10667,5.38,2011,2442,2438,3196,3320,3884,3515,3996,3938,4657
08-10-2023,7714,5.03,2211,2646,2652,2795,3581,3815,3617,4174,4499,4871
09-10-2023,9479,0.72,1641,2265,2752,2918,2862,3518,3430,4088,3979,4749
10-10-2023,12066,4.62,1967,2593,2572,2682,3221,3792,3895,4451,3908,4636
11-10-2023,9079,0.23,2159,2479,2283,2870,2792,3645,3610,4107,3930,4345
12-10-2023,9275,1.71,2372,2626,2696,2960,2389,3169,3560,4453,4115,4576
13-10-2023,9462,0.32,1658,2237,2140,2631,3079,3878,3562,3852,4069,4635
14-10-2023,8542,0.42,1747,2309,2168,2795,3037,3081,3842,4250,3686,4018
15-10-2023,7350,2.27,2151,2489,2683,3072,2977,3213,3382,3785,4554,5150
16-10-2023,9723,0.71,2483,2809,2130,2582,2808,3697,3299,3756,3928,4664
17-10-2023,10163,0.01,2085,2821,2270,2788,3041,3668,3640,4262,3604,4263
18-10-2023,9936,0.8,1667,2062,2206,2808,3127,3555,3681,4556,3805,4224
19-10-2023,9826,0.39,1672,2073,2550,3064,3588,4571,3666,3924,3987,4255
20-10-2023,10051,1.72,2040,2788,2676,3046,3160,3259,2802,3518,4500,5054
21-10-2023,11227,0.32,2107,2429,2684,3280,3176,3588,3495,4108,3925,4493
22-10-2023,9771,2.77,1933,2237,2325,2904,2775,3226,3520,3992,3745,4063
23-10-2023,9311,0.47,1676,2297,2449,3290,2713,3177,3708,4370,3897,4147
24-10-2023,9662,0.75,2330,3177,2720,3321,2705,3283,3174,3200,3961,4516
25-10-2023,10695,0.53,1895,2724,2340,2618,2911,3562,3684,3894,3955,4563
26-10-2023,11694,1.55,2158,2653,2226,2514,3018,3599,3315,3421,3472,3848
27-10-2023,9246,0.16,1468,2205,2307,2691,3064,3773,3479,3702,3699,4239
28-10-2023,10118,0.98,2360,2673,2317,2352,2754,2629,3918,4735,4244,4496
29-10-2023,10406,0.61,1794,2115,2509,2669,2327,2863,3562,4029,4118,4807
30-10-2023,8808,3.23,2403,2934,2491,3011,2874,3513,3559,3573,4103,4832
31-10-2023,10024,0.11,2183,2731,2449,2721,3281,3819,3673,4349,3819,4564
01-11-2023,8241,2.66,1571,2143,2259,3151,2887,3258,3711,4174,3549,4151
02-11-2023,7877,0.28,2073,2538,2220,2719,2977,3731,2681,3326,4028,4920
03-11-2023,10440,0.14,2496,3054,2694,3497,2521,3152,3760,4414,4124,4704
04-11-2023,9539,0.34,1820,2229,2602,2778,3037,3447,3878,4337,4548,5480
05-11-2023,10242,0.16,2497,2869,2369,2732,3122,3558,3538,4106,3750,4338
06-11-2023,9978,1.1,2115,2645,2482,3038,2829,3427,2957,3407,4194,4584
07-11-2023,8828,6.66,2402,2907,2863,3499,3289,3554,3287,3520,4169,4525
08-11-2023,9945,0.05,2047,2471,2478,2901,3359,3999,3149,3656,3446,4417
09-11-2023,8520,0.93,1962,2589,2498,2892,3634,4027,3516,4010,4093,4755
10-11-2023,11669,0.73,2551,3354,2958,3394,2721,3069,3541,3748,3739,4274
11-11-2023,8372,0.62,2216,2877,2821,3014,3085,3196,3839,4545,4170,4724
12-11-2023,9765,0.6,1929,2503,2307,2705,2643,3122,3921,4429,4221,4630
13-11-2023,8749,3.38,2127,2438,2821,3117,3181,3489,4262,4601,3800,4418
14-11-2023,10684,0.03,1830,2284,2449,2808,3145,3572,3292,3983,4122,4917
15-11-2023,9602,2.24,2032,2719,2184,2432,2421,2915,3501,4145,4561,5156
16-11-2023,9377,0.44,2358,2805,2891,2969,3081,3313,3495,3933,4099,4653
17-11-2023,11023,0.73,1951,2443,2287,2781,2940,3030,3297,3834,3904,4337
18-11-2023,10035,0.82,1737,2316,2347,3063,2644,2889,3583,3749,4062,4656
19-11-2023,10619,0.55,1709,2451,2385,2626,2912,3081,3723,4267,3830,4418
20-11-2023,8822,0.15,2022,2410,3111,3359,3618,4145,4192,4467,3746,4243
21-11-2023,8314,0.18,1757,2447,2214,2530,3172,3706,3689,4227,4300,5139
22-11-2023,10128,0.53,1570,2178,2319,2815,2751,3366,3177,3681,3948,4567
23-11-2023,9617,2.59,1640,2022,2397,3006,2900,3696,3099,3753,4187,4424
24-11-2023,10751,0.22,2352,2383,2658,3039,2419,2906,3254,3541,3854,4490
25-11-2023,9904,2.04,1957,2158,2479,2675,2675,3257,3702,4142,4271,5017
26-11-2023,10246,0.51,2017,2553,2299,2929,3505,4084,3522,3729,4170,4647
27-11-2023,8051,3.22,1710,2309,2687,3106,3275,3691,3113,3632,4519,4999
28-11-2023,12266,0.84,1825,2701,2906,3546,3135,3961,3239,3602,4063,4458
29-11-2023,9802,0.28,1815,2418,2013,2649,3117,3602,3824,4216,3993,4440
30-11-2023,10837,6.39,1916,2335,2295,2698,3425,3642,3885,4404,3894,4308
01-12-2023,8996,0.29,1502,1565,2653,3092,3096,3748,2839,3062,4084,4737
02-12-2023,10369,1.26,2326,2954,2130,2444,2915,3371,3583,4104,3991,4398
03-12-2023,8436,1.26,1995,2354,2453,2790,2972,3675,3757,3983,4129,4534
04-12-2023,10542,0.7,2060,2669,2881,3408,2921,3482,3400,3830,3741,3868
05-12-2023,9572,4.54,2274,2502,2686,3285,2917,3174,3810,4013,4092,4227
06-12-2023,10035,2.79,2251,2887,2656,3362,3508,3831,4032,4665,3995,4546
07-12-2023,10837,2.66,1827,2679,2724,3194,2682,3235,3809,4438,4093,4702
08-12-2023,8520,5.48,2181,2819,2597,3176,2848,3045,3628,4063,3443,4038
09-12-2023,9178,0.92,2178,2626,2398,2896,2452,2900,3236,3804,3890,4584
10-12-2023,10548,0.15,2094,2577,2789,3251,3303,3808,4017,4699,4409,4730
11-12-2023,12517,2.18,2318,3114,2357,3172,3102,3755,3220,3880,3824,4512
12-12-2023,9834,0.72,2239,2839,2451,2867,3521,4073,3667,3925,3920,4381
13-12-2023,10709,0.32,2218,2855,2003,2603,2808,3089,3314,3962,3854,4184
14-12-2023,9871,0.99,2409,2704,2356,3058,2761,3304,3192,3457,3630,4293
15-12-2023,12330,3.9,2008,2203,2523,2684,2650,3213,3900,4453,3766,4065
16-12-2023,7903,0.28,2017,2617,2507,3367,3136,3542,3919,4704,3837,4242
17-12-2023,10113,2.83,2245,2490,2777,3213,2894,3379,3175,3674,4182,4725
18-12-2023,8049,0.81,1946,2163,2368,2310,3090,3550,3646,4226,3930,4388
19-12-2023,6992,0.22,2144,2336,2380,2939,2872,3139,3457,4062,4258,4636
20-12-2023,10356,2.83,1831,2698,2337,2911,3431,3928,3147,3819,4051,4671
21-12-2023,10167,5.24,1316,1669,2572,3161,3379,3984,3235,3698,3774,4354
22-12-2023,9658,0.52,2179,2551,2963,3201,3025,3514,3384,3896,3272,3338
23-12-2023,9872,0.54,1535,2186,1806,2602,3315,3848,3576,4308,4533,4762
24-12-2023,13717,0.74,1790,2206,2353,3146,2960,3692,4105,4789,4168,4596
25-12-2023,9690,2.52,2246,2473,2394,2756,2986,3315,3808,4322,3795,4456
26-12-2023,10612,0.02,2249,3211,1860,2366,2350,2728,3577,3871,4397,5094
27-12-2023,9220,0.38,2352,3035,2462,2762,3152,3725,3466,4120,4023,4664
28-12-2023,10354,1.84,1394,2021,2394,3145,3006,3446,3013,3306,3961,4724
29-12-2023,9714,0.78,2088,2439,2368,3021,3264,3687,3314,3937,4615,4995
30-12-2023,9507,0.6,1922,2512,2168,2590,3214,3732,3842,4582,4165,4336
31-12-2023,12182,3.09,2296,2614,2473,3124,2775,3244,3785,4387,4435,4781
01-01-2024,11412,3.74,2442,2835,2150,2410,2942,3719,3118,3635,4430,4991
02-01-2024,10164,4.43,1607,2158,2247,2995,2856,3393,3412,3835,3881,4392
03-01-2024,7234,0.48,2004,2345,2440,2908,3313,3921,3100,3812,3800,4126
04-01-2024,9566,3.65,2249,3011,2806,3136,3472,3750,3709,4326,4290,4853
05-01-2024,13243,2,1898,2520,2623,2967,3239,3540,3620,4679,4260,4755
06-01-2024,9723,0.25,2523,3115,2684,3096,3595,4308,3071,3517,4072,4628
07-01-2024,11323,1.41,1879,2116,3088,3732,3157,3600,3681,4100,4145,4769
08-01-2024,11730,0.04,1909,2541,2632,3207,2707,3167,3763,4106,3911,4551
09-01-2024,10262,1.85,1678,2078,2185,2565,2583,3189,3728,4251,3831,4300
10-01-2024,8989,1.98,2046,2628,2331,2754,2724,3322,3428,4102,3785,3893
11-01-2024,7077,2.34,1094,1499,2242,3154,2863,3423,3678,4077,4413,5371
12-01-2024,10820,0.28,1925,2239,2459,2671,2796,3259,3788,3909,4737,5343
13-01-2024,9022,1.48,2380,3081,2376,3196,3016,3503,2859,3203,3906,4368
14-01-2024,10211,0.3,1580,1907,2217,2614,2945,3679,3691,4135,4135,4566
15-01-2024,8500,4.4,1514,1938,2777,3570,3022,3399,2939,3753,4027,4194
16-01-2024,9681,1.69,2334,2427,2798,3184,3732,4210,3350,3897,4154,4410
17-01-2024,10040,0.15,2375,3153,2553,2941,3262,4165,3429,3748,3819,4415
18-01-2024,10322,0.31,1593,2087,2199,2799,3080,3251,3673,4009,3993,4409
19-01-2024,8662,1.63,2519,3210,2536,3030,3318,3570,3472,4000,3734,4181
20-01-2024,11436,0.97,2129,2614,2316,2903,2757,3341,3710,4343,3982,4213
21-01-2024,9283,2,2314,2440,2885,3585,2745,3444,3350,3680,4096,4691
22-01-2024,7990,0.49,1762,2500,2141,2559,3274,4321,3702,4114,4536,4910
23-01-2024,9869,1.61,2446,2973,2697,3153,2999,3018,3647,3939,3836,4249
24-01-2024,10041,0.29,1919,2256,2690,3250,3036,3593,3570,4095,4145,4957
25-01-2024,10192,1.18,1906,2817,2768,3107,2657,3214,3396,3635,4594,4965
26-01-2024,11634,4.75,2144,2522,2558,3272,2857,3178,3437,4346,4002,4218
27-01-2024,9716,1.48,1882,2215,2400,2983,2877,3710,3484,3749,3359,3652
28-01-2024,9856,0.08,1543,1566,3217,3670,2855,3499,3277,3719,3528,4116
29-01-2024,8676,6.73,2039,2592,2236,2669,3643,4076,3480,4329,4079,4566
30-01-2024,10984,0.26,1904,2425,2715,3153,3636,4003,3588,4507,3907,4415
31-01-2024,10221,1.9,1769,2244,2505,3273,3341,3884,3513,4421,3844,4362
01-02-2024,9495,1.14,2372,3272,2602,2889,3028,3534,3186,3592,4636,5086
02-02-2024,7714,0.52,2717,3105,2601,3004,2823,3232,3421,4204,4084,4289
03-02-2024,11733,0.29,1724,2407,2175,2642,2689,3288,3520,3913,4146,4841
04-02-2024,8526,0.29,2059,2296,2097,2784,3102,3397,3370,3816,4177,4714
05-02-2024,9290,2.93,1880,2552,2116,2955,3382,3795,3561,4058,3830,4087
06-02-2024,10430,3.09,2686,2876,2366,3124,3233,3447,3347,4177,4145,4999
07-02-2024,8564,0.94,2147,2649,2574,3435,3030,3542,3552,3905,3753,4306
08-02-2024,8207,0.16,2278,2823,2293,2199,3200,3794,3701,3976,4002,4470
09-02-2024,7451,3.23,2354,2613,2069,2453,2994,3196,3394,3797,3882,4231
10-02-2024,10865,1,2039,2499,2775,3332,2916,3440,3611,4008,3625,4030
11-02-2024,9345,0.87,1944,2287,2038,2417,2695,2937,3857,4721,3920,4503
12-02-2024,13512,0.78,2455,3006,2643,3098,2901,3406,3450,4066,3931,4381
13-02-2024,8806,0.68,2233,2828,2274,2701,3091,3536,3691,4117,3803,4403
14-02-2024,8894,1.12,1746,2330,2865,3405,2874,3323,3331,4261,3990,4520
15-02-2024,9321,1.39,1782,2130,2342,2939,2657,3175,3575,4028,3576,3971
16-02-2024,10291,0.94,1883,2508,1971,2156,3034,3565,3398,4398,3179,4012
17-02-2024,9435,3.4,2347,2715,2488,2883,3091,3358,2935,3712,3215,3461
18-02-2024,10734,0.57,2442,2862,2247,2630,2889,3330,3938,4699,3955,4530
19-02-2024,8825,1.3,2645,3595,2743,3305,2993,3597,3392,3898,4148,4726
20-02-2024,8342,0.53,1787,2239,2598,3187,2240,2974,3643,4326,4069,4651
21-02-2024,7842,2.1,2042,2222,2311,2663,3222,3695,3429,3739,4339,4925
22-02-2024,7331,0.16,1879,2705,2199,2641,3086,3574,3184,3887,4133,4811
23-02-2024,9378,0.31,1945,2426,2170,2537,3424,3928,3877,4178,3889,4367
24-02-2024,9638,2.42,2278,2489,2324,2896,2936,3383,3699,3949,3822,4143
25-02-2024,9242,0.3,1986,1973,2909,3188,3220,3611,3241,3408,4389,4659
26-02-2024,11492,1.47,2394,2694,2456,3197,3353,4205,3748,4272,4676,5276
27-02-2024,11473,5.27,1845,2440,2784,3503,3007,3534,3983,4409,4080,4703
28-02-2024,9598,1.11,2222,2839,2055,2377,3103,4128,3586,4262,4201,5019
29-02-2024,7847,0.31,1867,2142,1923,2221,3042,3596,3786,4061,3631,4021
01-03-2024,9319,0.58,1448,2182,2216,2751,2520,3061,3903,4296,3515,3872
02-03-2024,9280,2.6,1693,2220,2697,3118,3116,3660,3264,3804,4416,4994
03-03-2024,9211,0.65,2037,2473,2413,2744,2717,3403,3679,4084,3529,3643
04-03-2024,9162,1.93,2576,2895,2766,3122,2742,3174,3090,3282,4237,4630
05-03-2024,9215,2.25,1862,2395,2879,3149,3157,3895,3476,4299,4574,4813
06-03-2024,9536,1.04,1949,2203,2212,2564,3387,4305,3347,4217,4487,5042
07-03-2024,9237,2.29,2146,2680,2750,2975,3234,3630,3362,4167,3939,4338
08-03-2024,10249,0.57,1820,2220,2916,3270,3174,3570,3254,3381,3877,4263
09-03-2024,10432,1.09,1854,2777,2810,2926,3101,3307,3235,3696,4064,4445
10-03-2024,8907,1.74,2021,2342,2021,2604,3260,3542,3163,3670,3670,4153
11-03-2024,11525,0.28,1869,2321,1943,2654,3505,3790,3002,3530,3969,4488
12-03-2024,8823,0.48,1465,1954,2365,2732,2826,3056,3380,3740,4317,5068
13-03-2024,8058,1.58,1804,2602,2376,2715,2836,2947,3075,3740,4675,5075
14-03-2024,10456,1.6,2184,2602,2752,3603,3219,3690,3275,3826,4350,4681
15-03-2024,9019,1.02,2193,2288,2209,3049,2488,3470,3214,3439,4346,4853
16-03-2024,10385,2.38,2400,3027,2624,3018,2970,3761,3065,3340,4441,4733
17-03-2024,7115,0.99,2376,2432,2175,2941,3078,3463,3591,4232,3339,3895
18-03-2024,11670,3.2,1729,2521,2603,3089,2837,3449,3525,4010,4031,4908
19-03-2024,10806,2,1776,2407,2362,2981,2424,2771,3573,4290,3548,3732
20-03-2024,8199,0.57,1789,2042,2607,3088,3415,4038,3513,4259,3674,4373
21-03-2024,8225,0.75,1954,2478,2390,2349,2820,3034,3687,4334,3949,4612
22-03-2024,12006,1.65,1813,2432,1837,2587,2833,3406,3431,4119,4453,5071
23-03-2024,9115,3.37,1947,2235,2652,3293,3398,4050,3972,4468,3906,4485
24-03-2024,8998,0.3,1738,2536,2851,3421,2113,2560,3093,3495,3828,4469
25-03-2024,7280,1.08,2235,3049,2249,2401,3453,4076,3053,3609,3964,4546
26-03-2024,9579,0.19,1715,2070,2742,3208,3667,4067,2862,2862,3985,4589
27-03-2024,9726,0.49,1700,2277,2315,2890,2733,3097,2939,3599,3537,4292
28-03-2024,10858,1.74,2156,2771,2095,2613,2853,3163,3361,3792,4364,4789
29-03-2024,8321,0.12,2216,2317,2316,2912,3146,3684,3422,4217,3946,4916
30-03-2024,8175,1.63,1932,2235,2444,2750,3075,3628,3787,4254,3750,4362
31-03-2024,10541,3.47,2260,2784,2103,2651,3295,3747,3410,4205,4267,4690
01-04-2024,11208,5.23,2239,2595,2904,3462,3149,3571,3961,4216,3704,4008
02-04-2024,8114,0.37,2569,3218,2040,2535,3249,3618,3576,3809,4210,4871
03-04-2024,11297,2.07,2219,2551,2337,2553,4031,4817,3655,4246,4006,4718
04-04-2024,10045,3.91,2512,2895,2223,2676,2521,2947,3765,4444,3548,3852
05-04-2024,11310,0.14,2018,2580,2906,3743,3402,3969,3383,4083,4172,4829
06-04-2024,9915,0.8,2419,3051,2047,2893,3443,3507,4003,4390,3548,4098
07-04-2024,6973,3.78,2426,2564,2747,3087,2670,3391,3619,4189,3953,4307
08-04-2024,9817,0.34,1957,2451,2559,3043,2760,3190,3999,4263,3560,4292
09-04-2024,11272,4.07,1793,2518,2125,2841,3150,3806,3810,4460,4234,4661
10-04-2024,8927,1.12,1846,2504,2394,2943,2625,3288,3669,4083,3739,3849
11-04-2024,9534,0.16,2124,2679,2445,2885,2815,3368,3392,4053,3997,4583
12-04-2024,9788,0.9,1655,2221,2675,3260,3071,3588,3475,4222,4260,4764
13-04-2024,6520,0.59,1863,2243,2306,2704,2794,3558,3602,3933,3622,4058
14-04-2024,12005,0.5,2359,2856,2689,3118,2931,3187,3157,4023,3721,4243
15-04-2024,8918,1.17,2200,2732,2514,3335,2739,3634,2825,3459,3630,4296
16-04-2024,10606,0.99,1294,2086,2635,3090,2717,3217,3381,3893,3667,4196
17-04-2024,9895,0.99,1600,2219,2235,3017,3141,3896,3400,3886,4350,4487
18-04-2024,11509,0.14,2647,3241,2427,3135,2969,3501,3655,4272,4022,4648
19-04-2024,10487,2.43,2353,2690,2533,3145,3037,3631,3904,4380,3873,4630
20-04-2024,9718,0.99,1825,2337,2524,2612,3211,3546,3495,3967,3665,3833
21-04-2024,8927,2.58,1553,1928,2488,2922,3055,3416,3141,3410,3860,4383
22-04-2024,10957,2.61,1625,2054,3127,3551,2899,3415,3502,3856,3882,4549
23-04-2024,7751,0.57,2152,2768,2672,3370,2735,3792,3548,3994,3743,4131
24-04-2024,10775,0.01,2593,3210,2718,3270,3134,3459,3432,3349,4110,4968
25-04-2024,8681,3.63,2573,3000,2574,2990,3598,4110,3226,3414,3727,3769
26-04-2024,11502,2.15,1527,1981,2659,3313,3264,4035,4093,4427,3572,4062
27-04-2024,10193,0.17,1911,2329,2559,2845,2548,3098,3737,4137,3625,4115
28-04-2024,10772,1.81,1742,2222,3045,3079,2392,2717,3688,3943,3850,4204
29-04-2024,10098,0.03,2041,2555,2481,2843,2779,3312,2960,3274,4404,4466
30-04-2024,7897,0.04,1600,2039,2749,3221,2538,2938,3133,3772,4434,4914
01-05-2024,8967,1.12,1836,2349,3125,4040,2614,3169,3040,3258,3552,4146
02-05-2024,10806,0.15,1739,2506,2695,3079,2287,2712,3413,3648,3714,4294
03-05-2024,10199,5,2157,2543,2414,3051,3069,3864,3852,4088,3326,3849
04-05-2024,11417,3.36,1845,2460,2279,2676,2652,3300,3440,4159,3941,4390
05-05-2024,10483,1.57,1888,2569,2351,2627,2649,3317,3402,3837,3786,4016
06-05-2024,8839,0.1,2153,2786,2617,3327,2800,3189,3001,3231,4077,4564
07-05-2024,9044,0.59,2492,2824,3035,3448,2807,3036,3590,3717,3722,4329
08-05-2024,10123,0.7,2634,3288,2681,3215,2921,2976,3353,3806,4271,5182
09-05-2024,7223,0.98,2136,2722,2384,2970,2579,2880,3830,4070,4116,4558
10-05-2024,12008,0.28,1973,2711,2408,3463,3295,3891,3263,3754,3937,4262
11-05-2024,10530,1.29,2394,3039,2455,3020,3083,3555,3444,3671,3739,3665
12-05-2024,11472,0.86,2350,2830,2097,2826,3124,3523,3322,3558,4663,5022
13-05-2024,8103,4.41,2264,2970,2362,2703,2868,3351,3392,3668,3996,4978
14-05-2024,11493,4.13,1526,1773,2349,2785,3322,3722,3710,4130,3908,4323
15-05-2024,12677,1.25,2362,2757,3333,3883,3146,3967,3144,3896,4067,4745
16-05-2024,8414,1.55,2107,2670,2778,3019,3057,3620,3442,4214,3411,3891
17-05-2024,10925,0.22,1731,1892,2178,2488,3299,3693,3485,3969,3792,4011
18-05-2024,10001,0.38,1798,2357,2029,2558,2498,2801,3684,3602,4202,4423
19-05-2024,8146,3.46,2174,2600,2108,2636,3058,3871,3384,3884,4250,4895
20-05-2024,10591,1.8,1246,1655,2924,3383,2799,3559,3812,4352,4152,4802
21-05-2024,11000,0.32,1962,2244,2095,2840,2782,3045,2893,3994,3347,3632
22-05-2024,9278,1.27,1803,2329,2982,3345,3239,3952,3638,4356,3943,4539
23-05-2024,11399,4.09,1772,2245,2571,3125,3411,4310,3493,3807,3736,3711
24-05-2024,7999,0.64,1862,2252,2426,3262,3381,3908,3790,3848,4138,4614
25-05-2024,8206,0.31,1556,2278,2156,2675,3002,3410,3189,3894,4043,4665
26-05-2024,10163,4.27,2315,3003,2879,3205,2902,3655,4007,4384,4237,4358
27-05-2024,10030,0.93,1361,1826,2663,2911,3372,3738,3909,4164,3887,4596
28-05-2024,9140,0.81,2050,2694,2770,3107,2705,2753,3360,3840,4024,4478
29-05-2024,10971,0.47,1745,1998,2418,3047,3509,3824,3628,4168,4432,4657
30-05-2024,10637,3.33,2595,2997,2699,3088,2884,3315,3170,4006,4462,4759
31-05-2024,11029,2.8,2006,1999,2944,3305,2985,3649,3685,4499,4296,4697
01-06-2024,9852,0.77,1363,1903,2678,3334,2840,3251,3249,3623,3470,4346
02-06-2024,10723,0.05,2164,2499,2183,2631,3010,3249,3592,3893,3862,4420
03-06-2024,9465,0.89,1672,2142,2655,3332,2726,3489,3199,3835,4395,4727
04-06-2024,12464,0.3,2295,3026,2726,3342,2888,3372,3853,4297,3987,4591
05-06-2024,9024,0.23,2185,2526,3003,3447,3046,3486,3671,3871,3790,4473
06-06-2024,12526,0.75,2441,3175,2675,3359,2968,3325,4096,4768,4046,4625
07-06-2024,10041,0.16,2056,2376,2830,3212,2253,2872,3552,4148,3812,4125
08-06-2024,8349,4.74,2245,2788,2684,3358,3742,4031,3042,3525,4046,4342
09-06-2024,11641,0.07,2012,2494,2093,2601,3474,3854,3584,4080,4048,4085
10-06-2024,10151,0.77,1823,2491,2748,3349,2650,2898,4263,4950,3826,4443
11-06-2024,11021,0.27,2319,2809,2535,3105,2813,3223,3429,3833,4061,4488
12-06-2024,11468,1.75,1630,1923,3099,3674,2948,3393,3648,3852,3862,4163
13-06-2024,10405,0.12,1989,2821,2068,2594,3199,3848,3689,3942,3849,4482
14-06-2024,9289,1.19,1829,2708,2160,2794,3141,3284,3121,3822,4090,4482
15-06-2024,11170,2.22,2252,2509,2717,3116,2670,3016,3577,4077,4179,4311
16-06-2024,10000,4.5,1715,2361,2953,3407,3702,4045,3711,4273,4012,4606
17-06-2024,10823,1.8,1877,2347,2463,2870,2881,3642,3717,4153,3675,3946
18-06-2024,7415,0.16,2013,2367,2465,2761,3541,3982,3380,3616,3715,4076
19-06-2024,10536,0.14,2446,2687,2562,2928,2818,3532,3221,3611,4387,4820
20-06-2024,9233,1.97,1840,2520,2354,2796,3317,3903,3277,4053,3931,4402
21-06-2024,11983,0.36,1879,2541,2796,3342,3112,3594,3425,3920,3796,3928
22-06-2024,10747,0.89,1595,2231,2355,3033,2743,2884,3533,3957,4592,4908
23-06-2024,10287,5.63,1705,2345,2710,2961,3176,3472,3099,3996,4394,4740
24-06-2024,10583,2.57,2123,2334,2103,2261,3054,3748,3815,4150,4322,4839
25-06-2024,8801,2.81,2009,2500,3015,3682,3276,3828,3763,4165,4002,4449
26-06-2024,11947,2.96,2014,2404,1863,2298,2767,3229,4248,4466,3930,4264
27-06-2024,12389,1.45,2522,3186,2181,2114,2974,3226,3589,4162,3934,4944
28-06-2024,10471,2.04,1498,1840,3176,3452,3242,3330,3445,3667,3904,4452
29-06-2024,11908,0.67,2695,3604,2530,2843,2451,3210,3044,3898,4133,4315
30-06-2024,9317,9.7,2353,2918,2302,2615,2653,2995,3043,3310,4257,5039
01-07-2024,9043,0.49,1902,2677,2116,2637,3012,3396,3187,3668,3217,4003
02-07-2024,10049,1.34,2117,2353,2369,2722,3054,3338,3114,3598,3723,4427
03-07-2024,10521,0.5,1795,2197,2586,3339,2971,3255,3355,3889,3813,4327
04-07-2024,9527,0.18,2095,2173,2646,3413,3239,3753,3273,4202,3492,4081
